year,state,category,jurisdiction,budget_usd,pct_change_yoy,lag_1,rolling_3yr,budget_log
2017,WV,education,state,4285354000,-5.16,1.76,-0.127,9.632
2018,WV,education,state,4138087000,-3.44,-5.16,-2.28,9.6168
2019,WV,education,state,4216362000,1.89,-3.44,-2.237,9.6249
2020,WV,education,state,4894033000,16.07,1.89,4.84,9.6897
2021,WV,education,state,5064953000,3.49,16.07,7.15,9.7046
2015,WV,environment,state,328488000,16.99,16.99,16.99,8.5165
2016,WV,environment,state,309617000,-5.74,16.99,5.625,8.4908
2017,WV,environment,state,323434000,4.46,-5.74,5.237,8.5098
2018,WV,environment,state,319748000,-1.14,4.46,-0.807,8.5048
2019,WV,environment,state,332023000,3.84,-1.14,2.387,8.5212
2020,WV,environment,state,358197000,7.88,3.84,3.527,8.5541
2021,WV,environment,state,323598000,-9.66,7.88,0.687,8.51
2015,WV,housing,state,4651087000,25.0,25.0,25.0,9.6676
2016,WV,housing,state,4763429000,2.42,25.0,13.71,9.6779
2017,WV,housing,state,4731922000,-0.66,2.42,8.92,9.675
2018,WV,housing,state,4604377000,-2.7,-0.66,-0.313,9.6632
2019,WV,housing,state,4854329000,5.43,-2.7,0.69,9.6861
2020,WV,housing,state,5033313000,3.69,5.43,2.14,9.7019
2021,WV,housing,state,5492543000,9.12,3.69,6.08,9.7398
2015,WV,public_safety,state,358878000,-6.81,-6.81,-6.81,8.5549
2016,WV,public_safety,state,385479000,7.41,-6.81,0.3,8.586
2017,WV,public_safety,state,382072000,-0.88,7.41,-0.093,8.5821
2018,WV,public_safety,state,383500000,0.37,-0.88,2.3,8.5838
2019,WV,public_safety,state,427515000,11.48,0.37,3.657,8.631
2020,WV,public_safety,state,527801000,23.46,11.48,11.77,8.7225
2021,WV,public_safety,state,582765000,10.41,23.46,15.117,8.7655
2015,WV,transportation,state,1017574000,-10.22,-10.22,-10.22,9.0076
2016,WV,transportation,state,1199382000,17.87,-10.22,3.825,9.079
2017,WV,transportation,state,1148911000,-4.21,17.87,1.147,9.0603
2018,WV,transportation,state,1214279000,5.69,-4.21,6.45,9.0843
2019,WV,transportation,state,1449539000,19.37,5.69,6.95,9.1612
2020,WV,transportation,state,1788182000,23.36,19.37,16.14,9.2524
2021,WV,transportation,state,1694635000,-5.23,23.36,12.5,9.2291
2015,WY,education,state,2020840000,14.19,14.19,14.19,9.3055
2016,WY,education,state,2081624000,3.01,14.19,8.6,9.3184
2017,WY,education,state,2149456000,3.26,3.01,6.82,9.3323
2018,WY,education,state,1897548000,-11.72,3.26,-1.817,9.2782
2019,WY,education,state,1955128000,3.03,-11.72,-1.81,9.2912
2020,WY,education,state,1941988000,-0.67,3.03,-3.12,9.2882
2021,WY,education,state,2205802000,13.58,-0.67,5.313,9.3436
2022,WY,education,state,2206044000,0.01,13.58,4.307,9.3436
2023,WY,education,state,2036402000,-7.69,0.01,1.967,9.3089
2015,WY,environment,state,267677000,0.14,0.14,0.14,8.4276
2016,WY,environment,state,284243000,6.19,0.14,3.165,8.4537
2017,WY,environment,state,261469000,-8.01,6.19,-0.56,8.4174
2018,WY,environment,state,255437000,-2.31,-8.01,-1.377,8.4073
2019,WY,environment,state,245007000,-4.08,-2.31,-4.8,8.3892
2020,WY,environment,state,239293000,-2.33,-4.08,-2.907,8.3789
2021,WY,environment,state,424182000,30.0,-2.33,7.863,8.6276
2022,WY,environment,state,269915000,-20.0,30.0,2.557,8.4312
2023,WY,environment,state,275209000,1.96,-20.0,3.987,8.4397
2015,WY,housing,state,799594000,0.92,0.92,0.92,8.9029
2016,WY,housing,state,829348000,3.72,0.92,2.32,8.9187
2017,WY,housing,state,839126000,1.18,3.72,1.94,8.9238
2018,WY,housing,state,853578000,1.72,1.18,2.207,8.9312
2019,WY,housing,state,858064000,0.53,1.72,1.143,8.9335
2020,WY,housing,state,870833000,1.49,0.53,1.247,8.9399
2021,WY,housing,state,893307000,2.58,1.49,1.533,8.951
2022,WY,housing,state,1010539000,13.12,2.58,5.73,9.0046
2023,WY,housing,state,1111436000,9.98,13.12,8.56,9.0459
2015,WY,public_safety,state,182764000,1.61,1.61,1.61,8.2619
2016,WY,public_safety,state,183008000,0.13,1.61,0.87,8.2625
2017,WY,public_safety,state,169859000,-7.18,0.13,-1.813,8.2301
2018,WY,public_safety,state,176708000,4.03,-7.18,-1.007,8.2473
2019,WY,public_safety,state,182365000,3.2,4.03,0.017,8.2609
2020,WY,public_safety,state,197013000,8.03,3.2,5.087,8.2945
2021,WY,public_safety,state,191141000,-2.98,8.03,2.75,8.2814
2022,WY,public_safety,state,181810000,-4.88,-2.98,0.057,8.2596
2023,WY,public_safety,state,192374000,5.81,-4.88,-0.683,8.2841
2015,WY,transportation,state,596501000,9.84,9.84,9.84,8.7756
2016,WY,transportation,state,557393000,-6.56,9.84,1.64,8.7462
2017,WY,transportation,state,478504000,-14.15,-6.56,-3.623,8.6799
2018,WY,transportation,state,504837000,5.5,-14.15,-5.07,8.7032
2019,WY,transportation,state,494362000,-2.07,5.5,-3.573,8.694
2020,WY,transportation,state,599235000,21.21,-2.07,8.213,8.7776
2021,WY,transportation,state,555757000,-7.26,21.21,3.96,8.7449
2022,WY,transportation,state,562800000,1.27,-7.26,5.073,8.7504
2023,WY,transportation,state,704788000,25.23,1.27,6.413,8.8481
